id,cidade,area,quantidade_quartos,quantidade_banheiros,quantidade_vagas,andar,permitido_animal,mobiliado,aluguel,imposto_imovel,seguro_fogo,total
9030,Porto Alegre,225,4,4,2,-,true,true,444500,35200,7900,567600
9031,São Paulo,215,3,1,1,18,true,true,400000,24000,5100,539100
9032,São Paulo,100,3,3,2,-,true,true,200000,0,3100,215100
9033,Campinas,68,1,1,1,10,true,true,100000,4800,1300,166100
9034,São Paulo,82,3,1,1,8,true,true,150000,10700,2000,233600
9035,Rio de Janeiro,90,2,3,0,2,true,true,215000,6000,2800,285800
9036,São Paulo,250,5,2,6,-,true,true,900000,141700,13600,1055000
9037,São Paulo,392,4,4,4,-,true,true,1000000,125000,15100,1140000
9038,Rio de Janeiro,134,3,4,2,3,true,true,700000,46600,9100,945700
9039,Campinas,53,2,1,1,1,true,true,51000,1600,700,84300
9040,Rio de Janeiro,165,2,2,0,2,true,true,250000,1100,3300,254400
9041,São Paulo,59,2,1,1,3,true,true,140000,41700,1800,210500
9042,Porto Alegre,55,1,1,1,3,true,true,90000,5000,1400,130400
9043,Rio de Janeiro,80,2,2,1,12,true,true,180900,22600,900,262400
9044,Rio de Janeiro,71,2,1,1,2,true,true,314000,19000,4100,432100
9045,Porto Alegre,200,3,3,2,-,true,true,598000,17500,10700,626300
9046,São Paulo,47,1,1,0,1,true,true,120000,2600,1600,173200
9047,São Paulo,78,1,1,2,8,true,true,600000,31700,7700,837400
9048,Porto Alegre,70,2,1,0,9,true,true,175000,0,2600,177600
9049,Belo Horizonte,44,1,1,1,11,true,true,350000,22500,4700,429200
9050,São Paulo,56,2,1,1,7,true,true,150000,4000,2000,194000
9051,Belo Horizonte,70,3,2,2,10,true,true,156000,8000,2100,202100
9052,São Paulo,150,3,3,2,12,true,true,400000,14200,5100,584300
9053,Rio de Janeiro,60,1,1,0,4,true,true,200000,19200,2600,361800
9054,Belo Horizonte,200,3,4,4,10,true,true,550000,102100,7400,949500
9055,São Paulo,250,4,5,4,5,true,true,1000000,0,12700,1313000
9056,São Paulo,250,4,5,3,-,true,true,500000,56500,7600,564100
9057,Porto Alegre,40,1,1,1,10,true,true,118000,2000,1800,142800
9058,São Paulo,117,4,5,4,10,true,true,317500,71100,4100,545000
9059,Campinas,104,3,1,0,3,true,true,65000,6900,900,132800
9060,Rio de Janeiro,120,3,1,0,3,true,true,450000,23400,5800,559200
9061,Belo Horizonte,125,3,2,0,7,true,true,296800,27400,4000,458200
9062,São Paulo,33,2,1,0,6,true,true,190000,0,2500,222500
9063,Rio de Janeiro,99,3,2,1,10,true,true,350000,19200,4600,481800
9064,São Paulo,63,1,1,0,12,true,true,260000,0,3300,350300
9065,Rio de Janeiro,43,2,1,0,12,true,true,200000,6300,2600,267500
9066,São Paulo,61,2,2,2,2,true,true,316000,27000,4100,449400
9067,Rio de Janeiro,76,2,2,1,8,true,true,370000,16700,4800,511500
9068,Porto Alegre,52,2,1,1,-,true,true,95000,8400,1400,139800
9069,São Paulo,39,1,1,0,3,true,true,170000,0,2200,207200
9070,Porto Alegre,126,3,1,1,4,true,true,220000,12500,3300,349500
9071,São Paulo,305,2,3,0,10,true,true,500000,66700,6400,923100
9072,São Paulo,80,2,2,0,3,true,true,270000,0,3500,366600
9073,Rio de Janeiro,85,2,1,1,4,true,true,170000,10000,2200,227200
9074,Porto Alegre,74,3,2,2,13,true,true,230000,5800,3400,279400
9075,Rio de Janeiro,130,3,2,1,3,true,true,230000,17200,3000,380500
9076,São Paulo,113,3,2,1,6,true,true,300000,5000,3900,408900
9077,São Paulo,108,2,1,3,-,true,true,500000,26000,7600,533600
9078,São Paulo,270,4,4,4,-,true,true,1080000,80000,16300,1176000
9079,São Paulo,111,3,4,3,1,true,true,270000,70400,3500,593900
9080,Rio de Janeiro,142,3,2,1,1,true,true,286800,24700,3700,488400
9081,Porto Alegre,48,1,1,1,5,true,true,110000,1600,1700,137300
9082,São Paulo,76,3,2,2,10,true,true,250000,3700,3200,293400
9083,São Paulo,42,1,1,0,13,true,true,226000,14700,2900,319600
9084,São Paulo,500,4,5,4,-,true,true,1275000,208700,19200,1503000
9085,São Paulo,375,4,4,4,22,true,true,470000,302500,6000,1270000
9086,Rio de Janeiro,690,4,5,2,21,true,true,950000,130100,12300,1572000
9087,São Paulo,172,4,4,3,1,true,true,750000,79200,9600,1019000
9088,Rio de Janeiro,15,1,1,0,-,true,true,70000,0,1000,71000
9089,Rio de Janeiro,130,3,2,2,5,true,true,650000,41500,8400,924900
9090,São Paulo,90,3,2,2,2,true,true,170000,22500,2200,326700
9091,Campinas,68,3,2,2,9,true,true,270000,7600,3500,336100
9092,São Paulo,260,4,4,4,-,true,true,1400000,183400,21100,1605000
9093,São Paulo,87,2,3,2,1,true,true,356000,49200,4600,529800
9094,São Paulo,80,2,1,0,-,true,true,150000,0,2300,152300
9095,São Paulo,20,1,1,0,6,true,true,180000,13000,2300,255500
9096,São Paulo,140,2,1,2,-,true,true,500000,58400,7600,566000
9097,São Paulo,45,2,1,1,1,true,true,130000,6400,1700,155700
9098,Campinas,230,3,4,4,5,true,true,1000000,71500,12700,1264000
9099,São Paulo,125,3,3,2,4,true,true,300000,65000,3900,523900
9100,Rio de Janeiro,80,2,1,0,3,true,true,136000,900,1800,218700
9101,São Paulo,22,1,1,1,8,true,true,450000,15000,5800,529500
9102,Campinas,280,4,3,3,-,true,true,216700,16900,3300,236900
9103,São Paulo,126,3,4,3,6,true,true,320000,57900,4100,632000
9104,Porto Alegre,64,3,2,1,1,true,true,162000,0,2400,224400
9105,Rio de Janeiro,70,2,1,1,3,true,true,380000,12500,4900,492400
9106,São Paulo,65,2,1,0,-,true,true,120000,3400,1900,125300
9107,Porto Alegre,98,3,1,0,1,true,true,105000,8400,1600,155000
9108,Belo Horizonte,136,3,3,2,6,true,true,270000,23400,3600,320000
9109,São Paulo,80,2,2,2,-,true,true,246500,0,3800,250300
9110,Porto Alegre,54,2,1,1,8,true,true,100000,5000,1500,136500
9111,Porto Alegre,55,1,1,1,2,true,true,100000,5000,1500,136500
9112,Rio de Janeiro,190,3,2,1,4,true,true,510000,41700,6600,738300
9113,São Paulo,130,3,2,2,8,true,true,650000,33800,8300,823100
9114,São Paulo,54,2,1,1,1,true,true,193200,7300,800,268300
9115,São Paulo,200,3,4,4,2,true,true,1200000,116700,15300,1662000
9116,São Paulo,150,3,3,2,3,true,true,360000,49900,4600,624500
9117,São Paulo,205,3,4,4,13,true,true,600000,65000,7700,842700
9118,São Paulo,310,3,3,2,-,true,true,1040000,0,15700,1056000
9119,São Paulo,250,3,4,4,-,true,true,450000,33400,6800,490200
9120,São Paulo,60,2,1,1,1,true,true,110000,0,1400,111400
9121,São Paulo,66,2,2,1,5,true,true,298000,0,3800,376800
9122,São Paulo,176,3,4,3,20,true,true,950000,58400,12100,1221000
9123,Porto Alegre,48,1,1,0,4,true,true,130000,3400,1900,160300
9124,Rio de Janeiro,90,2,1,0,3,true,true,349000,23400,4500,470900
9125,Porto Alegre,67,2,2,1,9,true,true,170000,0,2500,202500
9126,Belo Horizonte,55,2,1,1,8,true,true,90000,0,1200,107200
9127,São Paulo,50,2,2,1,14,true,true,155000,10000,2000,219000
9128,Rio de Janeiro,140,3,1,1,3,true,true,409000,0,5300,534300
9129,Rio de Janeiro,18,1,1,0,14,true,true,88000,10100,1200,153300
9130,Belo Horizonte,120,4,3,2,2,true,true,325000,0,4400,329400
9131,Campinas,50,1,1,0,1,true,true,85000,1500,1100,117400
9132,São Paulo,220,3,4,3,-,true,true,460000,12600,7000,479600
9133,São Paulo,25,1,1,1,4,true,true,307000,70000,3900,525800
9134,Belo Horizonte,230,4,2,1,2,true,true,285000,19000,3800,337800
9135,São Paulo,80,2,1,0,-,true,true,220000,0,3400,223400
9136,São Paulo,180,3,3,2,7,true,true,700000,29200,8900,1038000
9137,Rio de Janeiro,62,2,1,0,-,true,true,130000,0,2000,137000
9138,Porto Alegre,440,3,2,3,5,true,true,1050000,8400,15400,1084000
9139,São Paulo,200,3,3,3,3,true,true,479000,87600,6100,888900
9140,Porto Alegre,180,3,2,3,2,true,true,510000,25000,7500,542500
9141,Porto Alegre,300,8,3,0,-,true,true,510000,25000,9100,544100
9142,Belo Horizonte,360,6,2,0,-,true,true,600000,68800,9900,678800
9143,Rio de Janeiro,55,2,2,0,6,true,true,200000,22000,2600,298600
9144,São Paulo,400,4,6,4,-,true,true,1500000,187500,22600,1710000
9145,São Paulo,19,1,1,0,-,true,true,120000,4100,1600,125700
9146,Porto Alegre,326,4,7,4,-,true,true,420000,18400,6400,444800
9147,São Paulo,240,4,4,3,4,true,true,200000,200000,2600,1203000
9148,Campinas,35,1,1,0,-,true,true,160000,0,2500,162500
9149,Rio de Janeiro,110,3,1,0,1,true,true,180000,13100,2400,305500
9150,São Paulo,103,2,3,2,17,true,true,900000,50000,11500,1662000
9151,São Paulo,273,3,5,4,5,true,true,1090000,105700,13900,1479000
9152,São Paulo,250,4,5,2,-,true,true,800000,33800,12100,845900
9153,Porto Alegre,67,2,2,1,2,true,true,124000,5500,1900,172700
9154,São Paulo,45,1,1,1,3,true,true,485000,33400,6200,724600
9155,São Paulo,19,1,1,0,-,true,true,120000,0,1600,121600
9156,Rio de Janeiro,90,3,2,1,13,true,true,205000,23000,2700,360700
9157,São Paulo,143,3,3,2,20,true,true,840000,53900,10700,1095000
9158,São Paulo,75,2,1,1,14,true,true,238000,19600,3100,380700
9159,Rio de Janeiro,115,3,2,1,2,true,true,290000,31700,3800,445500
9160,Belo Horizonte,100,3,2,2,3,true,true,230000,16500,3100,289600
9161,São Paulo,63,2,2,1,19,true,true,440000,13600,5600,477600
9162,Rio de Janeiro,70,2,2,1,2,true,true,250000,23000,3300,386300
9163,Belo Horizonte,80,3,2,2,1,true,true,250000,12600,3400,306000
9164,São Paulo,215,3,4,2,-,true,true,500000,31800,7600,539400
9165,Campinas,75,3,2,1,3,true,true,212500,6700,2700,276900
9166,São Paulo,35,1,1,0,1,true,true,130500,0,1700,157200
9167,São Paulo,400,3,5,4,11,true,true,350000,141900,4500,879400
9168,Porto Alegre,109,4,2,3,1,true,true,195000,6300,2900,232200
9169,Rio de Janeiro,75,2,2,1,3,true,true,180000,8400,2400,259200
9170,São Paulo,23,1,1,0,25,true,true,215000,0,2800,257700
9171,São Paulo,172,4,3,2,5,true,true,830000,18000,10600,963600
9172,São Paulo,73,2,2,1,16,true,true,216000,10500,2800,284300
9173,Porto Alegre,25,1,1,0,12,true,true,75000,2200,1100,102300
9174,Campinas,56,2,1,1,2,true,true,105000,2400,1400,150800
9175,São Paulo,96,2,1,2,3,true,true,164800,8000,2100,262900
9176,São Paulo,240,3,2,3,-,true,true,590000,50000,8900,648900
9177,São Paulo,57,2,1,1,24,true,true,350000,13500,4500,422000
9178,Rio de Janeiro,130,3,2,1,9,true,true,870000,65000,11300,1146000
9179,São Paulo,35,1,1,1,10,true,true,280000,20500,3600,444100
9180,São Paulo,115,3,2,1,8,true,true,230000,19500,3000,335100
9181,Porto Alegre,45,2,1,0,2,true,true,104000,4200,1600,117200
9182,Rio de Janeiro,40,1,1,0,2,true,true,239000,11400,3100,298500
9183,Rio de Janeiro,95,3,1,1,-,true,true,350000,23000,4600,521000
9184,São Paulo,60,2,2,1,11,true,true,600000,20000,7700,795700
9185,Campinas,160,4,2,2,16,true,true,280000,20700,3600,449100
9186,São Paulo,315,3,4,3,15,true,true,500000,34000,6400,711900
9187,Belo Horizonte,365,4,4,3,8,true,true,880000,45900,11800,1288000
9188,São Paulo,45,2,1,1,4,true,true,110000,0,1400,139800
9189,Rio de Janeiro,108,2,1,0,1,true,true,212500,4700,2800,265000
9190,Campinas,76,3,2,2,3,true,true,220000,12000,2800,279800
9191,Belo Horizonte,140,4,3,2,9,true,true,400000,28400,5400,605800
9192,Belo Horizonte,30,1,1,0,3,true,true,75000,5700,1000,81700
9193,Campinas,50,2,2,1,2,true,true,140000,6300,1800,174300
9194,São Paulo,16,1,1,0,1,true,true,85000,900,1100,87000
9195,Porto Alegre,110,2,1,0,1,true,true,210000,9200,3100,248300
9196,São Paulo,270,4,4,4,-,true,true,1080000,80000,16300,1176000
9197,São Paulo,125,3,1,0,4,true,true,270000,14200,3500,352700
9198,Campinas,46,2,1,1,3,true,true,97000,4200,1300,127500
9199,São Paulo,55,2,2,1,21,true,true,200000,900,2600,251500
9200,São Paulo,82,3,2,2,8,true,true,150000,5900,2000,248200
9201,Rio de Janeiro,42,1,1,0,9,true,true,180000,5600,2400,256200
9202,Belo Horizonte,285,3,2,0,6,true,true,600000,49200,8000,757200
9203,São Paulo,76,2,2,1,6,true,true,135000,500,1800,187300
9204,Rio de Janeiro,338,4,2,2,-,true,true,430000,19000,6600,455600
9205,São Paulo,300,6,8,3,-,true,true,1090000,191700,16400,1298000
9206,São Paulo,30,1,1,1,10,true,true,460000,0,5900,635900
9207,São Paulo,320,5,5,3,-,true,true,800000,26700,12100,870800
9208,Porto Alegre,80,2,1,0,1,true,true,190000,5000,2800,214900
9209,São Paulo,43,1,1,0,6,true,true,108000,5700,1400,150100
9210,São Paulo,102,2,2,2,-,true,true,340000,24800,5200,370000
9211,São Paulo,47,2,1,1,1,true,true,100000,0,1300,136300
9212,Rio de Janeiro,120,4,2,1,5,true,true,1200000,36700,15500,1441000
9213,Belo Horizonte,178,3,3,3,10,true,true,750000,54200,10000,998200
9214,São Paulo,27,1,1,0,-,true,true,148000,0,1900,149900
9215,Rio de Janeiro,174,4,2,1,1,true,true,240000,50000,3100,461300
9216,São Paulo,40,1,1,1,5,true,true,178000,0,2300,215300
9217,São Paulo,64,1,2,1,3,true,true,260000,0,3300,343300
9218,Belo Horizonte,252,3,4,1,1,true,true,250000,16500,3400,294900
9219,Porto Alegre,85,2,1,0,1,true,true,87000,5600,1300,133900
9220,São Paulo,101,3,2,2,7,true,true,320000,31900,4100,465700
9221,Porto Alegre,44,1,2,0,3,true,true,135000,10000,2000,161000
9222,São Paulo,200,3,2,1,5,true,true,238000,16100,3100,419000
9223,Belo Horizonte,55,2,2,1,2,true,true,100000,6700,1400,128300
9224,São Paulo,200,4,3,3,14,true,true,640000,0,8200,888200
9225,São Paulo,240,3,3,3,3,true,true,380000,95200,4900,893300
9226,Rio de Janeiro,90,3,2,1,6,true,true,317000,22500,4100,470600
9227,São Paulo,31,1,1,0,22,true,true,133000,0,1700,167700
9228,Belo Horizonte,240,4,3,4,3,true,true,720000,16100,9600,1013000
9229,Belo Horizonte,118,4,3,3,4,true,true,250000,32600,3400,378000
9230,São Paulo,350,4,5,2,-,true,true,1500000,66700,22600,1589000
9231,São Paulo,65,3,2,1,5,true,true,209000,2100,2700,266400
9232,Rio de Janeiro,145,3,2,1,3,true,true,580000,50000,7500,877500
9233,São Paulo,93,3,2,2,18,true,true,340000,20900,4400,465300
9234,São Paulo,98,1,2,2,4,true,true,840000,58000,10700,1084000
9235,São Paulo,174,3,1,2,-,true,true,360000,28400,5500,393900
9236,São Paulo,160,4,4,3,6,true,true,470000,75000,6000,715600
9237,São Paulo,200,4,5,3,3,true,true,370000,60000,4700,599700
9238,São Paulo,80,2,2,2,-,true,true,185000,17300,2800,210100
9239,São Paulo,50,2,1,1,3,true,true,149000,0,1900,202900
9240,Belo Horizonte,115,3,3,3,4,true,true,310000,27200,4200,406900
9241,São Paulo,20,1,1,0,-,true,true,180000,13000,2300,255500
9242,Campinas,12732,3,2,0,3,true,true,160000,9600,2100,241700
9243,São Paulo,38,1,1,0,1,true,true,300000,3800,3900,340700
9244,Porto Alegre,42,1,1,1,2,true,true,120000,6500,1800,154300
9245,São Paulo,380,2,4,0,21,true,true,680000,286300,8700,1324000
9246,Belo Horizonte,70,2,1,1,6,true,true,150000,6300,2000,208300
9247,São Paulo,37,1,1,1,1,true,true,119600,0,1600,291200
9248,Rio de Janeiro,31,1,1,0,5,true,true,135000,6700,1800,183500
9249,São Paulo,156,2,4,2,11,true,true,1000000,52000,12700,1334000
9250,São Paulo,100,3,3,2,3,true,true,435000,35000,5600,585600
9251,Belo Horizonte,50,2,1,1,2,true,true,75000,0,1000,98600
9252,São Paulo,116,2,2,2,8,true,true,800000,25000,10200,956700
9253,São Paulo,25,1,1,0,-,true,true,120000,2500,1900,126400
9254,Belo Horizonte,260,4,5,0,21,true,true,1300000,13800,17400,1523000
9255,Porto Alegre,102,2,1,0,3,true,true,160000,10300,2400,213400
9256,São Paulo,160,2,3,2,12,true,true,421000,22500,5400,598900
9257,Belo Horizonte,95,3,2,2,3,true,true,220000,17300,3000,328500
9258,São Paulo,189,4,4,4,12,true,true,1200000,81700,15300,1530000
9259,São Paulo,22,1,1,1,14,true,true,190000,8400,2500,245900
9260,São Paulo,400,4,3,3,-,true,true,700000,90000,10600,800600
9261,Belo Horizonte,280,4,4,5,10,true,true,650000,38400,8700,782100
9262,Porto Alegre,45,1,1,0,2,true,true,95000,4200,1400,134600
9263,São Paulo,50,2,1,1,5,true,true,126000,10000,1600,202600
9264,São Paulo,61,3,2,0,-,true,true,150000,9600,2000,201600
9265,Rio de Janeiro,100,2,2,1,4,true,true,160000,0,2100,248100
9266,São Paulo,78,2,2,1,2,true,true,275000,0,3500,334500
9267,Rio de Janeiro,140,3,2,1,6,true,true,500000,33400,6500,729900
9268,São Paulo,220,3,4,2,7,true,true,390000,75000,5000,670000
9269,Belo Horizonte,105,3,2,2,4,true,true,150000,13500,2000,200500
9270,Belo Horizonte,550,3,3,5,-,true,true,750000,35000,12300,797300
9271,São Paulo,250,4,6,4,12,true,true,1450000,87500,18400,1856000
9272,Rio de Janeiro,30,1,1,0,7,true,true,155000,5800,2000,232800
9273,Belo Horizonte,90,2,3,2,15,true,true,210000,19600,2800,337800
9274,São Paulo,110,2,3,2,6,true,true,231000,40900,3000,424900
9275,São Paulo,65,2,2,2,6,true,true,200000,0,2600,274300
9276,São Paulo,160,1,4,2,2,true,true,350000,1000,4500,455500
9277,São Paulo,34,1,1,1,4,true,true,380000,10900,4900,450800
9278,Porto Alegre,65,2,1,1,1,true,true,95000,3800,1400,150200
9279,São Paulo,355,4,5,5,21,true,true,1500000,297700,19100,2387000
9280,Belo Horizonte,100,2,1,0,13,true,true,120000,168000,1600,364600
9281,Campinas,320,3,3,2,9,true,true,850000,34000,10800,1095000
9282,Rio de Janeiro,42,1,1,0,4,true,true,190000,8400,2500,248900
9283,São Paulo,79,2,2,1,2,true,true,280000,400,3600,351800
9284,São Paulo,130,2,2,2,3,true,true,300000,28400,3900,507300
9285,São Paulo,84,2,2,0,1,true,true,600000,25000,7700,717700
9286,Campinas,300,3,3,4,-,true,true,380000,45000,5800,430900
9287,São Paulo,74,2,1,1,2,true,true,170000,0,2200,237200
9288,São Paulo,450,4,4,3,-,true,true,1150000,87500,17300,1255000
9289,Porto Alegre,27,1,1,0,2,true,true,96000,7500,1500,115000
9290,São Paulo,84,3,2,2,7,true,true,280000,74000,3600,447600
9291,São Paulo,93,3,3,0,16,true,true,550000,36700,7000,715800
9292,Porto Alegre,58,2,2,2,12,true,true,255000,0,3800,303800
9293,Campinas,130,3,2,0,-,true,true,140000,1000,2200,143200
9294,São Paulo,35,1,1,1,9,true,true,260000,31700,3300,400000
9295,São Paulo,156,3,2,1,17,true,true,550000,26700,7000,733700
9296,São Paulo,250,4,3,3,-,true,true,500000,33400,7600,541000
9297,Belo Horizonte,109,3,2,2,2,true,true,180000,13000,2400,235400
9298,Campinas,40,1,2,1,7,true,true,80700,4300,300,140300
9299,Belo Horizonte,75,3,2,1,5,true,true,128000,10900,1800,189400
9300,São Paulo,100,3,3,2,13,true,true,630000,49100,8000,785100
9301,São Paulo,60,2,1,1,5,true,true,121000,7500,1600,184600
9302,Campinas,110,3,3,2,-,true,true,320000,8800,4900,389700
9303,Belo Horizonte,63,3,1,1,3,true,true,100000,6500,1400,127900
9304,São Paulo,550,3,5,8,-,true,true,1000000,382500,15100,1398000
9305,São Paulo,112,3,2,2,12,true,true,267000,18800,3400,413100
9306,São Paulo,115,3,2,1,-,true,true,1000000,0,15100,1015000
9307,Belo Horizonte,65,2,1,1,3,true,true,110000,8400,1500,176500
9308,Belo Horizonte,65,3,2,2,2,true,true,91300,9000,1300,119600
9309,Rio de Janeiro,200,4,2,1,7,true,true,425000,40000,5500,689300
9310,Rio de Janeiro,46,2,1,1,8,true,true,180000,23000,2400,280400
9311,São Paulo,320,4,5,4,-,true,true,700000,70000,10600,780600
9312,Rio de Janeiro,140,3,2,0,2,true,true,320000,30000,4200,488700
9313,Porto Alegre,87,3,3,2,5,true,true,400000,15000,5900,550900
9314,Belo Horizonte,78,1,1,1,15,true,true,230000,12800,3100,323400
9315,São Paulo,25,1,1,0,7,true,true,200000,13000,2600,244600
9316,São Paulo,50,2,2,1,6,true,true,280000,6700,3600,346300
9317,Rio de Janeiro,40,1,1,0,4,true,true,194900,10000,2600,260500
9318,Rio de Janeiro,30,1,1,1,3,true,true,50000,0,700,50700
9319,Belo Horizonte,65,3,1,1,2,true,true,110000,0,1500,129000
9320,Porto Alegre,181,3,3,2,-,true,true,240000,130000,4300,402900
9321,Belo Horizonte,503,5,5,4,-,true,true,600000,40700,9900,650600
9322,São Paulo,50,1,1,0,-,true,true,120000,0,1900,121900
9323,Rio de Janeiro,180,3,3,1,4,true,true,650000,11700,8400,900100
9324,São Paulo,180,3,3,2,1,true,true,720000,90000,9200,1019000
9325,Porto Alegre,75,2,1,0,2,true,true,160000,0,2400,180400
9326,Belo Horizonte,70,3,2,1,1,true,true,95000,7000,1300,141000
9327,Porto Alegre,40,1,1,0,3,true,true,200000,0,3000,203000
9328,São Paulo,100,3,2,1,2,true,true,160000,5000,2100,212100
9329,São Paulo,22,1,1,1,25,true,true,220000,5500,2800,275400
9330,São Paulo,50,2,2,1,12,true,true,120000,12400,1600,174000
9331,São Paulo,90,3,1,2,6,true,true,410000,30000,5200,570200
9332,Belo Horizonte,150,3,3,2,-,true,true,340000,26500,5600,372100
9333,São Paulo,20,1,1,0,3,true,true,314200,6700,4000,339900
9334,São Paulo,120,2,1,1,-,true,true,350000,10000,5300,365300
9335,Rio de Janeiro,50,2,2,1,5,true,true,145000,5000,1900,195900
9336,Rio de Janeiro,93,2,2,1,4,true,true,120000,6400,1600,148000
9337,São Paulo,18,1,1,0,-,true,true,172000,0,2200,174200
9338,Porto Alegre,30,1,1,0,16,true,true,149000,1500,2200,178700
9339,São Paulo,80,2,1,1,-,true,true,160000,13500,2100,224000
9340,Porto Alegre,46,1,1,1,5,true,true,150000,4600,2200,201800
9341,Rio de Janeiro,90,2,2,0,4,true,true,100000,9700,1300,184500
9342,Rio de Janeiro,75,2,2,0,2,true,true,240000,15000,3100,317200
9343,Belo Horizonte,136,4,3,3,9,true,true,390000,43400,5200,562600
9344,Campinas,30,1,1,0,1,true,true,110000,900,1400,119300
9345,Rio de Janeiro,58,2,2,1,1,true,true,119000,10500,1600,207200
9346,São Paulo,95,2,2,0,1,true,true,155000,8200,2000,227300
9347,Porto Alegre,39,1,1,0,3,true,true,55000,2400,900,87300
9348,Belo Horizonte,170,4,3,3,6,true,true,600000,88100,8000,876100
9349,Campinas,59,2,1,1,1,true,true,100000,2000,1300,147000
9350,Belo Horizonte,46,1,1,1,4,true,true,250000,15800,3400,356200
9351,São Paulo,124,3,1,0,8,true,true,120000,10000,1600,251600
9352,Rio de Janeiro,160,4,3,2,2,true,true,620000,37500,8000,820500
9353,Belo Horizonte,85,3,1,1,1,true,true,160000,6200,2200,195900
9354,Rio de Janeiro,80,2,1,1,4,true,true,249900,11700,3300,344900
9355,Campinas,50,1,1,1,2,true,true,160000,1300,2100,235200
